title, url, thumbnail, views, posted 
I tried the Valorant TDM challenge 🏋️* Gone Wrong *,https://www.youtube.com/watch?v=LqbvYcl5aHA,https://i.ytimg.com/vi/LqbvYcl5aHA/hqdefault.jpg,11,617 views,2 weeks ago,
Getting my Vision and Focus better - Eye Checkup Vlog | SkRossi,https://www.youtube.com/watch?v=XdTOHMb8Bbw,https://i.ytimg.com/vi/LqbvYcl5aHA/hqdefault.jpg,18,952 views,3 weeks ago,
When *DUELIST* is the only option left,https://www.youtube.com/watch?v=LWvW9FoSAjw,https://i.ytimg.com/vi/LqbvYcl5aHA/hqdefault.jpg,21,813 views,4 weeks ago,
Valorant Resolution confusion!!!!!,https://www.youtube.com/watch?v=HVfXaLYfE70,https://i.ytimg.com/vi/LqbvYcl5aHA/hqdefault.jpg,20,804 views,1 month ago,
VERY COMPETITIVE AND FUNNY VALORANT LOBBY FT.@8bitBinks69 @VLTSentinel @AnkkitaC @Officialhellfcs,https://www.youtube.com/watch?v=fhyTLVTvi6U,https://i.ytimg.com/vi/XdTOHMb8Bbw/hqdefault.jpg,76,248 views,1 month ago,
